filename,artist,title,style,genre,date,
77644.jpg,3bd01961a0e633c9d07759b587853529,The Windmill,Impressionism,landscape,1859,
85802.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Landscape,Impressionism,landscape,1895,
82913.jpg,481c5c92d55717167e01821144a54635,"Kensington Gardens, London",Impressionism,cityscape,1890,
60646.jpg,49bb8d79587c2172c6cd04dd705fd891,The Pretty Ships (also known as As the Ships Go By),Impressionism,landscape,c.1897,
14944.jpg,d500fe452aef7a6f90de16197a9670bf,Mountains at Jaca,Impressionism,landscape,,
80047.jpg,1c4aafd8794c20a5ef34cefda3a84325,"The Port, Le Havre",Post-Impressionism,marina,1906,
32677.jpg,481c5c92d55717167e01821144a54635,Landscape with a Cowherd,Impressionism,landscape,c.1872,
26060.jpg,3cc9a44380296d93e68b71a27643c25f,Basin and washing place in Jas de Bouffan,Impressionism,landscape,,
49502.jpg,3cc9a44380296d93e68b71a27643c25f,Horse-chestnut-trees in Jas de Bouffan,Impressionism,landscape,,
74690.jpg,479807bac5f3f944e7209e5d99e0dc48,In the Oak Grove,Impressionism,genre painting,1919,
66873.jpg,50591a7061fb340d875723f38e00cc3b,"Mount Vernon Street, Boston",Impressionism,cityscape,1890,
101386.jpg,3cc9a44380296d93e68b71a27643c25f,Flower pot at a table,Post-Impressionism,still life,,
54931.jpg,3a5da5cdabbaa3f0dea68520a419e01f,October,Impressionism,landscape,1908,
56751.jpg,821cc8348e92c1dd6e2308b4d578fa25,Frouzette And Her Father,Post-Impressionism,genre painting,1906,
34751.jpg,03eb72f3b50cabc136056918808ba5cb,"Portrait of the Artist's Wife, Marie",Impressionism,portrait,1889,
71258.jpg,8e3f7f0049cf197c977f334e6cf87961,Farm on L'Ile d'Ouessant (Finistere),Post-Impressionism,cityscape,,
85112.jpg,3a5da5cdabbaa3f0dea68520a419e01f,"Ebbing Tide, Version Two",Impressionism,landscape,1907,
10005.jpg,861c29e13205420326f7443ea77de5c9,"Still Life with Jug, Melon, Grapes and Apples ",Post-Impressionism,,1927,
59808.jpg,9dab8b8158b158b64cd858ca79a7893d,Cliffs at Etretat,Impressionism,marina,,
62487.jpg,4b0465826ffd6db797ea6f3a5898df79,Etretat,Post-Impressionism,landscape,1902,
46294.jpg,481c5c92d55717167e01821144a54635,"Saint-Sever Port, Rouen",Impressionism,cityscape,1896,
53577.jpg,6d01e8e855f74b7f149eb8d4fedf2e22,Hacienda Aurora,Impressionism,landscape,1899,
101028.jpg,c9380d13360b37f21cfd174d92a7247e,Flowers by the Sea,Post-Impressionism,flower painting,,
44746.jpg,49bb8d79587c2172c6cd04dd705fd891,Cherubs,Post-Impressionism,mythological painting,c.1915,
25388.jpg,3a5da5cdabbaa3f0dea68520a419e01f,Lenghtening Shadows,Impressionism,landscape,,
39772.jpg,3a5da5cdabbaa3f0dea68520a419e01f,Autumn Glory,Impressionism,landscape,,
79979.jpg,dd4989789d310581024ae2b9203d5439,Woman Reading,Impressionism,portrait,1909,
43593.jpg,2ca7e9a647c1c723349e37d3d60c7b7d,Ightham Moat,Impressionism,landscape,,
82439.jpg,50591a7061fb340d875723f38e00cc3b,Isle of Shoals,Impressionism,landscape,1890,
9203.jpg,773f5c956271c476778f3738587aca6c,Brücke über den Landwehrkanal,Impressionism,cityscape,1920,
5763.jpg,1c4aafd8794c20a5ef34cefda3a84325,Village Cafe,Post-Impressionism,genre painting,1900,
57437.jpg,3a5da5cdabbaa3f0dea68520a419e01f,Autumn Roadside,Impressionism,landscape,1918,
71050.jpg,6f80666437feea42f295cdc0f1eb4df9,Door of the Touques Church ,Impressionism,cityscape,c.1890,
59629.jpg,a6027a4ba71b61a55ea598379c9d508c,Ballerinas Adjusting Their Dresses,Impressionism,genre painting,c.1899,
85219.jpg,a6027a4ba71b61a55ea598379c9d508c,Dancers Relaxing,Impressionism,genre painting,c.1885,
97490.jpg,4b0465826ffd6db797ea6f3a5898df79,Cliffs at Cape Frehel,Post-Impressionism,landscape,1905,
59534.jpg,861c29e13205420326f7443ea77de5c9,Girl in White ,Post-Impressionism,genre painting,1907,
80753.jpg,d500fe452aef7a6f90de16197a9670bf,The Tunny Catch,Impressionism,genre painting,1919,
48206.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Bust of Ellen with Bows in Her Hair,Impressionism,portrait,c.1898,
99157.jpg,3cc9a44380296d93e68b71a27643c25f,Plain by Mont Sainte-Victoire,Post-Impressionism,landscape,,
15794.jpg,3a5da5cdabbaa3f0dea68520a419e01f,The Bower,Impressionism,landscape,1907,
57415.jpg,dd4989789d310581024ae2b9203d5439,Cagnes Landscape,Impressionism,landscape,,
89220.jpg,3a5da5cdabbaa3f0dea68520a419e01f,Winter in New Hampshire,Impressionism,landscape,1914,
95198.jpg,49bb8d79587c2172c6cd04dd705fd891,Ladies in a Seaside Arbor,Post-Impressionism,genre painting,c.1915,
74947.jpg,dd4989789d310581024ae2b9203d5439,Rocks with Shrimp Fishermen,Impressionism,landscape,1892,
27001.jpg,30808b4d00840f1352ca9b2ed47e0c64,Spring Waters,Impressionism,landscape,1910,
53420.jpg,50591a7061fb340d875723f38e00cc3b,"Old Dutch Building, Fishkill, New York",Impressionism,genre painting,1916,
2947.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Heads of Leontine and a Friend,Impressionism,portrait,c.1898,
12803.jpg,0b54db7f05e151ca4573da981bfa111c,Nagybánya View,Post-Impressionism,cityscape,1909,
16312.jpg,479807bac5f3f944e7209e5d99e0dc48,"Lifting Fog, Carmel",Impressionism,landscape,,
94498.jpg,50591a7061fb340d875723f38e00cc3b,"Duck Island, Isles of Shoals",Impressionism,marina,1906,
52680.jpg,6e0249627c61232a1a19cef6b86725cb,On the Pier,Impressionism,genre painting,,
6750.jpg,50591a7061fb340d875723f38e00cc3b,"Sunday Morning, Appledore",Impressionism,landscape,1912,
52315.jpg,c16781c4321948227193214b68477a5c,The Old Chair,Impressionism,still life,c.1886,
22805.jpg,50591a7061fb340d875723f38e00cc3b,New York Hod Carriers,Impressionism,genre painting,1900,
18723.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,The clownesse Cha u Kao at the Moulin Rouge,Post-Impressionism,genre painting,1895,
26076.jpg,3edc6a404b8c67b7dad1405d52228c96,The Old Bridge,Impressionism,cityscape,,
21920.jpg,7e4dc558dfaf1fde7eb908e370393d00,The Argenteuil Bridge,Impressionism,landscape,1893,
75903.jpg,3cc9a44380296d93e68b71a27643c25f,Landscape. Study after Nature ,Impressionism,landscape,1876,
68197.jpg,50591a7061fb340d875723f38e00cc3b,"Afterglow, Gloucester Harbor (aka Ten Pound Island LIght)",Impressionism,landscape,1890,
33683.jpg,dd4989789d310581024ae2b9203d5439,Landscape,Impressionism,landscape,,
33301.jpg,c1f526286c85264efa11bab51eea383c,Avenue de Neuilly,Post-Impressionism,cityscape,,
41748.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,The Nursery,Impressionism,genre painting,1890,
23714.jpg,a6027a4ba71b61a55ea598379c9d508c,The Step with Battement,Impressionism,genre painting,1879,
57249.jpg,c16781c4321948227193214b68477a5c,Woman Reading in a Cashmere Shawl,Impressionism,genre painting,1909,
89863.jpg,234c8d1df0b49b512791078cf00cf352,July Afternoon near the Forest,Impressionism,landscape,1887,
14462.jpg,a6027a4ba71b61a55ea598379c9d508c,Woman Combing Her Hair ,Impressionism,genre painting,c.1894,
9504.jpg,50591a7061fb340d875723f38e00cc3b,"Casa Eby, Cos Cob",Impressionism,genre painting,1906,
56871.jpg,234c8d1df0b49b512791078cf00cf352,Boats on the Loing River,Impressionism,landscape,1895,
34319.jpg,dd4989789d310581024ae2b9203d5439,Portrait of an Infant,Impressionism,portrait,1881,
21316.jpg,234c8d1df0b49b512791078cf00cf352,On the Banks of the River Loing,Impressionism,landscape,,
15868.jpg,a6027a4ba71b61a55ea598379c9d508c,The Rehearsal,Impressionism,genre painting,c.1878,
14044.jpg,c56bcab4b317984013ebef5d3c4b5906,Niagara Gorge,Impressionism,landscape,c.1894,
93949.jpg,3edc6a404b8c67b7dad1405d52228c96,Herm's house,Post-Impressionism,landscape,,
68962.jpg,50591a7061fb340d875723f38e00cc3b,Charles River and Beacon Hill,Impressionism,cityscape,1892,
5132.jpg,68cbc428edbcf480cbbb9a0e66e7046d,"Ellen with Bows in Her Hair, Looking Right",Impressionism,portrait,c.1899,
48453.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,The Olive Grove,Impressionism,landscape,1910,
80768.jpg,4b0465826ffd6db797ea6f3a5898df79,Path in the Snow,Post-Impressionism,landscape,,
99421.jpg,50591a7061fb340d875723f38e00cc3b,"The Gorge, Appledore",Impressionism,marina,c.1912,
36177.jpg,8e3f7f0049cf197c977f334e6cf87961,A Street in a Suburb of Paris,Post-Impressionism,cityscape,,
88184.jpg,234c8d1df0b49b512791078cf00cf352,Pont et Moulin de Moret en été,Impressionism,landscape,1888,
77096.jpg,3a5da5cdabbaa3f0dea68520a419e01f,Prelude,Impressionism,landscape,1909,
88245.jpg,50591a7061fb340d875723f38e00cc3b,Chicken Yard Back of the Holley House,Impressionism,landscape,1902,
76478.jpg,5aabfc58470d01bb2362795a44a2603b,Aube the Sculptor and His Son,Impressionism,portrait,1882,
58294.jpg,a8da68256ffa6f9fee55bd7bb553652a,Family Group,Impressionism,portrait,1911,
21146.jpg,9c948f31fc16aca442cc91e7fe05fb95,Luncheon in the Studio,Impressionism,genre painting,1868,
61250.jpg,481c5c92d55717167e01821144a54635,"The Bassin des Tuileries, Afternoon",Impressionism,landscape,1900,
97891.jpg,a6027a4ba71b61a55ea598379c9d508c,"Three Dancers. Yellow Skirts, Blue Blouses",Impressionism,genre painting,c.1896,
65792.jpg,a6027a4ba71b61a55ea598379c9d508c,The Dance Class,Impressionism,genre painting,1874,
57231.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Sketch of Antoinette (no.1),Impressionism,sketch and study,1901,
26716.jpg,3cc9a44380296d93e68b71a27643c25f,Mont Sainte-Victoire,Post-Impressionism,landscape,1887,
35718.jpg,9dab8b8158b158b64cd858ca79a7893d,Young Bicyclist ,Impressionism,genre painting,1895,
14388.jpg,1e7ffd6f66de716c62c8b9c89c21494f,The Mount of Olives in Jerusalem,Post-Impressionism,cityscape,1905,
52672.jpg,4415dad1b56081b834a4542e511ae030,Geneviève Camax-Zoegger ,Post-Impressionism,portrait,1936,
69589.jpg,1c4aafd8794c20a5ef34cefda3a84325,Posters at Trouville,Post-Impressionism,genre painting,1906,
52501.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Woman and Child Seated in a Garden,Impressionism,genre painting,c.1881,
65954.jpg,e194986304d381e56ca87f11adab090b,Lower East Side ,Impressionism,genre painting,1930,
17053.jpg,773f5c956271c476778f3738587aca6c,Unter den Linden,Impressionism,genre painting,1922,
87032.jpg,1784ca34f1a06ba6eac22a83a5b0244d,Sunset,Post-Impressionism,marina,1900,
19743.jpg,1784ca34f1a06ba6eac22a83a5b0244d,Brittany,Post-Impressionism,landscape,1891,
14803.jpg,1784ca34f1a06ba6eac22a83a5b0244d,Fishermen on the Banks of the Loire,Impressionism,landscape,1889,
8697.jpg,91373404ff71f68865c7cd9c51bc62ef,Árbol de la Noche Triste ,Impressionism,cityscape,1910,
63195.jpg,3a5da5cdabbaa3f0dea68520a419e01f,A View of the Village,Impressionism,landscape,,
3460.jpg,63e73f693e541f53d98ed6c93d03ef40,Exit of a Costumes Ball in Montmartre,Impressionism,genre painting,,
51528.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Still Life with Cockatoo,Impressionism,still life,c.1881,
60919.jpg,1c4aafd8794c20a5ef34cefda3a84325,Embankments of the Seine in Paris,Post-Impressionism,cityscape,1907,
82805.jpg,d77452b0e817e7cb88e30c4a5f5ca9ba,"Snow near the Cave, Central Park, New York",Impressionism,landscape,1902,
8606.jpg,3edc6a404b8c67b7dad1405d52228c96,Young Peasant Girl and Her Dog,Impressionism,genre painting,,
72946.jpg,481c5c92d55717167e01821144a54635,"After the Rain, Autumn, Eragny",Impressionism,landscape,1901,
7653.jpg,773f5c956271c476778f3738587aca6c,Unter den Linden im Regen,Impressionism,genre painting,1920,
12478.jpg,63a0715600bf7ea854380f9b3b05ebc7,Roses in a Glass,Impressionism,still life,c.1882,
33517.jpg,dd4989789d310581024ae2b9203d5439,Breton Landscape Trees and Moor,Impressionism,landscape,1892,
97574.jpg,5a4f68171c8873f9a7f40efa7c39bf8c,Mahoane la Balcic,Impressionism,marina,,
6266.jpg,4b0465826ffd6db797ea6f3a5898df79,Poplars in Spring,Post-Impressionism,landscape,,
84150.jpg,1c4aafd8794c20a5ef34cefda3a84325,The Port of Marseliles,Post-Impressionism,marina,1904,
26963.jpg,9dab8b8158b158b64cd858ca79a7893d,Edith with Lierre ,Impressionism,portrait,1895,
63996.jpg,50591a7061fb340d875723f38e00cc3b,Back of the Old House,Impressionism,cityscape,1916,
101759.jpg,50591a7061fb340d875723f38e00cc3b,The Goldfish Window,Impressionism,interior,1916,
28301.jpg,481c5c92d55717167e01821144a54635,The Harvest at Montfoucault,Impressionism,genre painting,1876,
61983.jpg,50591a7061fb340d875723f38e00cc3b,"Mrs. Holley of Cos Cob, Connecticut",Impressionism,portrait,1912,
39705.jpg,50591a7061fb340d875723f38e00cc3b,"Horticultural Building, World's Columbian Exposition, Chicago",Impressionism,cityscape,1893,
81886.jpg,3070182db82f8b5d908168d99bed421e,Landscape with full moon,Post-Impressionism,landscape,c.1910,
93793.jpg,3a5da5cdabbaa3f0dea68520a419e01f,"The Frozen Pool, March",Impressionism,landscape,1909,
13925.jpg,4b0465826ffd6db797ea6f3a5898df79,Castle by the Sea,Post-Impressionism,landscape,,
14334.jpg,43ca4d3d90730bed8a652aaa68eb9e10,"Jardín de las Elegías, Son Moragues",Post-Impressionism,landscape,1903,
44035.jpg,50591a7061fb340d875723f38e00cc3b,Late Afternoon (aka Sunset),Impressionism,landscape,1903,
18228.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,The Park ,Impressionism,genre painting,1887,
98767.jpg,3a5da5cdabbaa3f0dea68520a419e01f,The White Mantle,Impressionism,landscape,1906,
89510.jpg,773f5c956271c476778f3738587aca6c,"Damen, einer Droschke entsteigend",Impressionism,genre painting,1920,
93895.jpg,1784ca34f1a06ba6eac22a83a5b0244d,Brittany,Post-Impressionism,landscape,1892,
1095.jpg,2ca7e9a647c1c723349e37d3d60c7b7d,Loch Scene on the Duke of Sutherland's Estate,Impressionism,landscape,,
20642.jpg,9dab8b8158b158b64cd858ca79a7893d,Cherry Blossoms ,Impressionism,portrait,1911,
101852.jpg,50591a7061fb340d875723f38e00cc3b,Sailing Ship Locked in Ice,Impressionism,landscape,1883,
102672.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Brooklyn Landscape,Impressionism,landscape,1886,
62609.jpg,63e73f693e541f53d98ed6c93d03ef40,A Guitar Player ,Impressionism,genre painting,1873,
92039.jpg,1784ca34f1a06ba6eac22a83a5b0244d,Bridge over the Loire,Impressionism,landscape,1892,
84513.jpg,50591a7061fb340d875723f38e00cc3b,East Headland Pool,Impressionism,nude painting (nu),1912,
44484.jpg,9dab8b8158b158b64cd858ca79a7893d,Alice in the Lane ,Impressionism,portrait,1891,
43098.jpg,2ca7e9a647c1c723349e37d3d60c7b7d,Marlborough Tapestries at Blenheim,Impressionism,interior,,
51025.jpg,f1bf4844729d425f9ae894a7cfae5650,The Seine,Impressionism,cityscape,1900,
101839.jpg,771559963bfcd943ed664be114b79859,On the Shore,Impressionism,genre painting,c.1909,
47019.jpg,50591a7061fb340d875723f38e00cc3b,Street in Portsmouth,Impressionism,cityscape,1917,
82539.jpg,4b0465826ffd6db797ea6f3a5898df79,By the Eure River,Post-Impressionism,landscape,1910,
73561.jpg,d102cde968c819e615f13f13ade83a3c,not identified,Post-Impressionism,nude painting (nu),,
87267.jpg,c16781c4321948227193214b68477a5c,Scuola di San Rocco,Impressionism,cityscape,c.1903,
41377.jpg,3cc9a44380296d93e68b71a27643c25f,Still life with jug,Post-Impressionism,still life,,
75028.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Gondolas along Venetian Canal (aka Gondola in Venice),Impressionism,cityscape,1913,
30540.jpg,773f5c956271c476778f3738587aca6c,Oberitalienischer Gebirgssee,Impressionism,landscape,1890,
38408.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,"Shinnecock Hills, Long Island",Impressionism,landscape,,
11416.jpg,3a5da5cdabbaa3f0dea68520a419e01f,Close of Day on the Maine Shore,Impressionism,landscape,1881,
45391.jpg,1784ca34f1a06ba6eac22a83a5b0244d,Sailboats,Post-Impressionism,marina,,
34877.jpg,3a5da5cdabbaa3f0dea68520a419e01f,The Red Oak (no.2),Impressionism,landscape,1911,
30657.jpg,481c5c92d55717167e01821144a54635,"Thaw, Pontoise",Impressionism,landscape,1872,
98191.jpg,4b0465826ffd6db797ea6f3a5898df79,Etretat . The Battery Point.,Post-Impressionism,landscape,1902,
4146.jpg,3edc6a404b8c67b7dad1405d52228c96,Church in the Village in Labastide du Vert,Post-Impressionism,landscape,,
89843.jpg,773f5c956271c476778f3738587aca6c,Tiergartenallee mit Siegessäule,Impressionism,cityscape,1925,
2230.jpg,db1318d32df7428076e03513ebf762bb,Near the Harbor,Post-Impressionism,cityscape,c.1880,
96833.jpg,773f5c956271c476778f3738587aca6c,Im Café Bauer,Impressionism,genre painting,1895,
23553.jpg,ff5bb5557d34e6917582a0cff39a3cba,Two Horses ,Post-Impressionism,animal painting,1948,
60014.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Maternity,Impressionism,genre painting,c.1890,
23234.jpg,3a5da5cdabbaa3f0dea68520a419e01f,Buds and Blossoms,Impressionism,landscape,1907,
11170.jpg,dd4989789d310581024ae2b9203d5439,La Grenouillere,Impressionism,genre painting,1869,
45654.jpg,234c8d1df0b49b512791078cf00cf352,Sunset at Moret,Impressionism,landscape,1877,
94375.jpg,861c29e13205420326f7443ea77de5c9,Still Life of Fruit,Post-Impressionism,still life,,
17993.jpg,fa82d5d5a7b16f3656ba0ea719f02080,Morning Sun,Impressionism,landscape,,
1801.jpg,c16781c4321948227193214b68477a5c,"Ponte San Giuseppe di Castello, Venice",Impressionism,cityscape,c.1904,
44913.jpg,481c5c92d55717167e01821144a54635,Spring at Pontoise,Impressionism,landscape,1872,
101639.jpg,c16781c4321948227193214b68477a5c,Doorway of a Venetian Palace,Impressionism,cityscape,c.1907,
52625.jpg,3f8dc381ccfe9d5cc88b75970262715b,Ashtarak in hazy day,Post-Impressionism,landscape,1954,
28866.jpg,c9380d13360b37f21cfd174d92a7247e,Village Scene,Post-Impressionism,cityscape,,
98010.jpg,3cc9a44380296d93e68b71a27643c25f,Portrait of the Artist's Son,Post-Impressionism,portrait,1885,
69712.jpg,50591a7061fb340d875723f38e00cc3b,"October Sundown, Newport",Impressionism,cityscape,1901,
62301.jpg,dd4989789d310581024ae2b9203d5439,Landscape at Collettes,Impressionism,landscape,,
78545.jpg,50591a7061fb340d875723f38e00cc3b,Bridge at Old Lyme 02,Impressionism,landscape,1908,
95688.jpg,4b0465826ffd6db797ea6f3a5898df79,By the Eure River   Mist Effect,Post-Impressionism,landscape,1905,
62665.jpg,c16781c4321948227193214b68477a5c,In a Medici Villa,Impressionism,cityscape,c.1907,
71771.jpg,3edc6a404b8c67b7dad1405d52228c96,Near Saint Malo,Post-Impressionism,marina,,
67943.jpg,c16781c4321948227193214b68477a5c,Bedouin Mother ,Impressionism,genre painting,1905,
16497.jpg,50591a7061fb340d875723f38e00cc3b,"Oyster Sloop, Cos Cob",Impressionism,landscape,1902,
41378.jpg,481c5c92d55717167e01821144a54635,"The Garden of the Tuileries, Morning, Spring",Impressionism,cityscape,1900,
11846.jpg,773f5c956271c476778f3738587aca6c,Hochbahnhof Bülowstraße,Impressionism,cityscape,1922,
68739.jpg,dd4989789d310581024ae2b9203d5439,Landscape with Cabin,Impressionism,landscape,1916,
71131.jpg,74a1dad53214d04514269a188f16683a,Lake of Geneve,Post-Impressionism,landscape,,
42853.jpg,50591a7061fb340d875723f38e00cc3b,Lady in the Park (aka In the Garden),Impressionism,genre painting,1897,
5598.jpg,3a5da5cdabbaa3f0dea68520a419e01f,"Battery Park, Spring",Impressionism,landscape,1924,
15672.jpg,4415dad1b56081b834a4542e511ae030,My Son ,Post-Impressionism,sketch and study,1896,
3855.jpg,4b0465826ffd6db797ea6f3a5898df79,Cligancourt Street,Post-Impressionism,cityscape,,
35356.jpg,dd4989789d310581024ae2b9203d5439,Sleeping Cat,Impressionism,animal painting,1862,
21226.jpg,42201593b4deaa482e2109bc0e785e51,"Morning Effect, Banks of the Yonne River",Impressionism,landscape,1905,
6735.jpg,ff5bb5557d34e6917582a0cff39a3cba,Himalayan landscape,Post-Impressionism,landscape,,
54295.jpg,50591a7061fb340d875723f38e00cc3b,"Rainy Day, Paris",Impressionism,genre painting,1893,
33173.jpg,24ed88087b0ffeb763e89a197a5cde0d,"Young Woman and Child, Avenue du Bois",Impressionism,genre painting,1876,
65273.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Shinnecock Landscape with Figures,Impressionism,landscape,1895,
60529.jpg,50591a7061fb340d875723f38e00cc3b,Mt. Hood (Oregon),Impressionism,landscape,1904,
22372.jpg,481c5c92d55717167e01821144a54635,Sunset,Impressionism,landscape,1872,
91261.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,"Harbor Scene, Brooklyn Docks",Impressionism,landscape,1886,
15872.jpg,861c29e13205420326f7443ea77de5c9,Tulips and Fruit ,Post-Impressionism,still life,1919,
67920.jpg,e87972a61b3ea8056af087ca4d5a7d56,The Hedgecutter,Impressionism,genre painting,1886,
72726.jpg,773f5c956271c476778f3738587aca6c,Im Café Bauer,Impressionism,genre painting,1887,
56614.jpg,51da5f9806c69666ee2bc9bc69942166,Under the Lamp,Impressionism,genre painting,1887,
73874.jpg,50591a7061fb340d875723f38e00cc3b,At the Piano,Impressionism,genre painting,1908,
49633.jpg,1c4aafd8794c20a5ef34cefda3a84325,Unloading Sand,Post-Impressionism,landscape,1902,
31536.jpg,9fcf8e3adf7c0a193b3fe0e28cfeacc1,Béni and Noémi,Post-Impressionism,portrait,1908,
61890.jpg,baec4a5af305c764a48b1449a10b6820,Portrait of Octave Maus,Impressionism,portrait,1885,
49580.jpg,234c8d1df0b49b512791078cf00cf352,Boats,Impressionism,landscape,1885,
39014.jpg,c16781c4321948227193214b68477a5c,Street in Venice,Impressionism,cityscape,1882,
35164.jpg,50591a7061fb340d875723f38e00cc3b,Rainy Day on Fifth Avenue,Impressionism,genre painting,1893,
42162.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,"Repair Docks, Gowanus Pier",Impressionism,landscape,1888,
28358.jpg,03eb72f3b50cabc136056918808ba5cb,Interior with the Artist's Wife (Marie Krøyer),Impressionism,portrait,1889,
89592.jpg,3cc9a44380296d93e68b71a27643c25f,Pot of Geraniums ,Post-Impressionism,flower painting,c.1885,
69266.jpg,dd1632620669a880e3fc3896547c10ce,Sewing school,Impressionism,genre painting,,
36974.jpg,4b0465826ffd6db797ea6f3a5898df79,Port at Dieppe in Fog,Post-Impressionism,cityscape,,
35610.jpg,49bb8d79587c2172c6cd04dd705fd891,The Louvre,Post-Impressionism,cityscape,c.1907,
64677.jpg,f1bf4844729d425f9ae894a7cfae5650,Daniel in the Lions' Den ,Impressionism,religious painting,1917,
54569.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Back of a Nude,Impressionism,nude painting (nu),1888,
61626.jpg,481c5c92d55717167e01821144a54635,Pontoise Dam,Impressionism,landscape,1872,
83492.jpg,50591a7061fb340d875723f38e00cc3b,Northeast Gorge at Appledore,Impressionism,landscape,1912,
49215.jpg,4b0465826ffd6db797ea6f3a5898df79,Port of Fecamp,Post-Impressionism,cityscape,1924,
99510.jpg,50591a7061fb340d875723f38e00cc3b,Boston Common,Impressionism,genre painting,1891,
71810.jpg,9dab8b8158b158b64cd858ca79a7893d,"Children Dancing, II ",Impressionism,genre painting,1895,
66206.jpg,c6a2545723847ff0987e5efd82912ffa,Cabasson Landscape (study),Impressionism,sketch and study,1899,
85586.jpg,24ed88087b0ffeb763e89a197a5cde0d,The Artist's Sister Edma with Her Daughter Jeanne,Impressionism,genre painting,1872,
63832.jpg,50591a7061fb340d875723f38e00cc3b,"Quincy, Massachusetts",Impressionism,cityscape,1892,
17629.jpg,2ca7e9a647c1c723349e37d3d60c7b7d,Evening Glow at Mimizan,Impressionism,landscape,,
52621.jpg,3edc6a404b8c67b7dad1405d52228c96,Return from the Fields,Post-Impressionism,genre painting,1896,
35957.jpg,c56bcab4b317984013ebef5d3c4b5906,"Gloucester, Fishermen's Houses",Impressionism,cityscape,c.1901,
37377.jpg,3cc9a44380296d93e68b71a27643c25f,Reflections in the Water,Post-Impressionism,landscape,c.1890,
11691.jpg,dd4989789d310581024ae2b9203d5439,Woman in Blue and Zaza in a Landscape,Impressionism,genre painting,1919,
659.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Prospect Park,Impressionism,landscape,1886,
90561.jpg,24ed88087b0ffeb763e89a197a5cde0d,Paule Gobillard,Impressionism,genre painting,1887,
23111.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Woman Sewing,Impressionism,portrait,1914,
60279.jpg,50591a7061fb340d875723f38e00cc3b,"Seaweed and Surf, Appledore",Impressionism,marina,1912,
103045.jpg,771559963bfcd943ed664be114b79859,Little Lizie Lynch,Impressionism,portrait,c.1910,
69826.jpg,a6027a4ba71b61a55ea598379c9d508c,Pagan and Degas' Father,Impressionism,portrait,1895,
89396.jpg,c56bcab4b317984013ebef5d3c4b5906,The Ledges,Impressionism,landscape,c.1891,
37241.jpg,481c5c92d55717167e01821144a54635,In the hospital,Impressionism,genre painting,,
60096.jpg,2ca7e9a647c1c723349e37d3d60c7b7d,Storm over a Bridge in Southern France,Impressionism,landscape,,
31708.jpg,773f5c956271c476778f3738587aca6c,Feldarbeiter In Thüringen,Impressionism,landscape,1911,
65329.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,"Shinnecock Hills, Peconic Bay",Impressionism,landscape,c.1902,
46094.jpg,9dab8b8158b158b64cd858ca79a7893d,Portrait of a Young Girl with an Orange ,Impressionism,portrait,1901,
101978.jpg,50591a7061fb340d875723f38e00cc3b,Isle of Shoals,Impressionism,landscape,1909,
31527.jpg,481c5c92d55717167e01821144a54635,The Road from Versalles to Saint Germain at Louveciennes,Impressionism,landscape,1872,
79917.jpg,f1bf4844729d425f9ae894a7cfae5650,Entrance to the Casbah ,Impressionism,cityscape,1912,
51331.jpg,7e4dc558dfaf1fde7eb908e370393d00,"Landscape, Banks of the Yerres",Impressionism,landscape,c.1875,
78697.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Woman on a Dock,Impressionism,genre painting,1886,
79265.jpg,dd4989789d310581024ae2b9203d5439,The Port of Martigues,Impressionism,cityscape,1888,
50463.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,The Tenth Street Studio,Impressionism,interior,1915,
60378.jpg,50591a7061fb340d875723f38e00cc3b,Childe Hassam-A Shower-Bonaparte Street,Impressionism,cityscape,1887,
2494.jpg,3a5da5cdabbaa3f0dea68520a419e01f,"Early Spring Afternoon, Central Park",Impressionism,landscape,1911,
97121.jpg,db1318d32df7428076e03513ebf762bb,Peyrelebade Landscape,Impressionism,landscape,1880,
5572.jpg,9fcf8e3adf7c0a193b3fe0e28cfeacc1,Painter and Model,Impressionism,nude painting (nu),1904,
12325.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Shinnecock Landscape,Impressionism,landscape,,
